# EUC,SJIS
0xd0fa,0x98f8
0xd0fb,0x98f9
0xd0fc,0x98fa
0xd0fd,0x98fb
0xd0fe,0x98fc
0xd1a1,0x9940
0xd1a2,0x9941
0xd1a3,0x9942
0xd1a4,0x9943
0xd1a5,0x9944
0xd1a6,0x9945
0xd1a7,0x9946
0xd1a8,0x9947
0xd1a9,0x9948
0xd1aa,0x9949
0xd1ab,0x994a
0xd1ac,0x994b
0xd1ad,0x994c
0xd1ae,0x994d
0xd1af,0x994e
0xd1b0,0x994f
0xd1b1,0x9950
0xd1b2,0x9951
0xd1b3,0x9952
0xd1b4,0x9953
0xd1b5,0x9954
0xd1b6,0x9955
0xd1b7,0x9956
0xd1b8,0x9957
0xd1b9,0x9958
0xd1ba,0x9959
0xd1bb,0x995a
0xd1bc,0x995b
0xd1bd,0x995c
0xd1be,0x995d
0xd1bf,0x995e
0xd1c0,0x995f
0xd1c1,0x9960
0xd1c2,0x9961
0xd1c3,0x9962
0xd1c4,0x9963
0xd1c5,0x9964
0xd1c6,0x9965
0xd1c7,0x9966
0xd1c8,0x9967
0xd1c9,0x9968
0xd1ca,0x9969
0xd1cb,0x996a
0xd1cc,0x996b
0xd1cd,0x996c
0xd1ce,0x996d
0xd1cf,0x996e
0xd1d0,0x996f
0xd1d1,0x9970
0xd1d2,0x9971
0xd1d3,0x9972
0xd1d4,0x9973
0xd1d5,0x9974
0xd1d6,0x9975
0xd1d7,0x9976
0xd1d8,0x9977
0xd1d9,0x9978
0xd1da,0x9979
0xd1db,0x997a
0xd1dc,0x997b
0xd1dd,0x997c
0xd1de,0x997d
0xd1df,0x997e
0xd1e0,0x9980
0xd1e1,0x9981
0xd1e2,0x9982
0xd1e3,0x9983
0xd1e4,0x9984
0xd1e5,0x9985
0xd1e6,0x9986
0xd1e7,0x9987
0xd1e8,0x9988
0xd1e9,0x9989
0xd1ea,0x998a
0xd1eb,0x998b
0xd1ec,0x998c
0xd1ed,0x998d
0xd1ee,0x998e
0xd1ef,0x998f
0xd1f0,0x9990
0xd1f1,0x9991
0xd1f2,0x9992
0xd1f3,0x9993
0xd1f4,0x9994
0xd1f5,0x9995
0xd1f6,0x9996
0xd1f7,0x9997
0xd1f8,0x9998
0xd1f9,0x9999
0xd1fa,0x999a
0xd1fb,0x999b
0xd1fc,0x999c
0xd1fd,0x999d
0xd1fe,0x999e
0xd2a1,0x999f
0xd2a2,0x99a0
0xd2a3,0x99a1
0xd2a4,0x99a2
0xd2a5,0x99a3
0xd2a6,0x99a4
0xd2a7,0x99a5
0xd2a8,0x99a6
0xd2a9,0x99a7
0xd2aa,0x99a8
0xd2ab,0x99a9
0xd2ac,0x99aa
0xd2ad,0x99ab
0xd2ae,0x99ac
0xd2af,0x99ad
0xd2b0,0x99ae
0xd2b1,0x99af
0xd2b2,0x99b0
0xd2b3,0x99b1
0xd2b4,0x99b2
0xd2b5,0x99b3
0xd2b6,0x99b4
0xd2b7,0x99b5
0xd2b8,0x99b6
0xd2b9,0x99b7
0xd2ba,0x99b8
0xd2bb,0x99b9
0xd2bc,0x99ba
0xd2bd,0x99bb
0xd2be,0x99bc
0xd2bf,0x99bd
0xd2c0,0x99be
0xd2c1,0x99bf
0xd2c2,0x99c0
0xd2c3,0x99c1
0xd2c4,0x99c2
0xd2c5,0x99c3
0xd2c6,0x99c4
0xd2c7,0x99c5
0xd2c8,0x99c6
0xd2c9,0x99c7
0xd2ca,0x99c8
0xd2cb,0x99c9
0xd2cc,0x99ca
0xd2cd,0x99cb
0xd2ce,0x99cc
0xd2cf,0x99cd
0xd2d0,0x99ce
0xd2d1,0x99cf
0xd2d2,0x99d0
0xd2d3,0x99d1
0xd2d4,0x99d2
0xd2d5,0x99d3
0xd2d6,0x99d4
0xd2d7,0x99d5
0xd2d8,0x99d6
0xd2d9,0x99d7
0xd2da,0x99d8
0xd2db,0x99d9
0xd2dc,0x99da
0xd2dd,0x99db
0xd2de,0x99dc
0xd2df,0x99dd
0xd2e0,0x99de
0xd2e1,0x99df
0xd2e2,0x99e0
0xd2e3,0x99e1
0xd2e4,0x99e2
0xd2e5,0x99e3
0xd2e6,0x99e4
0xd2e7,0x99e5
0xd2e8,0x99e6
0xd2e9,0x99e7
0xd2ea,0x99e8
0xd2eb,0x99e9
0xd2ec,0x99ea
0xd2ed,0x99eb
0xd2ee,0x99ec
0xd2ef,0x99ed
0xd2f0,0x99ee
0xd2f1,0x99ef
0xd2f2,0x99f0
0xd2f3,0x99f1
0xd2f4,0x99f2
0xd2f5,0x99f3
0xd2f6,0x99f4
0xd2f7,0x99f5
0xd2f8,0x99f6
0xd2f9,0x99f7
0xd2fa,0x99f8
0xd2fb,0x99f9
0xd2fc,0x99fa
0xd2fd,0x99fb
0xd2fe,0x99fc
0xd3a1,0x9a40
0xd3a2,0x9a41
0xd3a3,0x9a42
0xd3a4,0x9a43
0xd3a5,0x9a44
0xd3a6,0x9a45
0xd3a7,0x9a46
0xd3a8,0x9a47
0xd3a9,0x9a48
0xd3aa,0x9a49
0xd3ab,0x9a4a
0xd3ac,0x9a4b
0xd3ad,0x9a4c
0xd3ae,0x9a4d
0xd3af,0x9a4e
0xd3b0,0x9a4f
0xd3b1,0x9a50
0xd3b2,0x9a51
0xd3b3,0x9a52
0xd3b4,0x9a53
0xd3b5,0x9a54
0xd3b6,0x9a55
0xd3b7,0x9a56
0xd3b8,0x9a57
0xd3b9,0x9a58
0xd3ba,0x9a59
0xd3bb,0x9a5a
0xd3bc,0x9a5b
0xd3bd,0x9a5c
0xd3be,0x9a5d
0xd3bf,0x9a5e
0xd3c0,0x9a5f
0xd3c1,0x9a60
0xd3c2,0x9a61
0xd3c3,0x9a62
0xd3c4,0x9a63
0xd3c5,0x9a64
0xd3c6,0x9a65
0xd3c7,0x9a66
0xd3c8,0x9a67
0xd3c9,0x9a68
0xd3ca,0x9a69
0xd3cb,0x9a6a
0xd3cc,0x9a6b
0xd3cd,0x9a6c
0xd3ce,0x9a6d
0xd3cf,0x9a6e
0xd3d0,0x9a6f
0xd3d1,0x9a70
0xd3d2,0x9a71
0xd3d3,0x9a72
0xd3d4,0x9a73
0xd3d5,0x9a74
0xd3d6,0x9a75
0xd3d7,0x9a76
0xd3d8,0x9a77
0xd3d9,0x9a78
0xd3da,0x9a79
0xd3db,0x9a7a
0xd3dc,0x9a7b
0xd3dd,0x9a7c
0xd3de,0x9a7d
0xd3df,0x9a7e
0xd3e0,0x9a80
0xd3e1,0x9a81
0xd3e2,0x9a82
0xd3e3,0x9a83
0xd3e4,0x9a84
0xd3e5,0x9a85
0xd3e6,0x9a86
0xd3e7,0x9a87
0xd3e8,0x9a88
0xd3e9,0x9a89
0xd3ea,0x9a8a
0xd3eb,0x9a8b
0xd3ec,0x9a8c
0xd3ed,0x9a8d
0xd3ee,0x9a8e
0xd3ef,0x9a8f
0xd3f0,0x9a90
0xd3f1,0x9a91
0xd3f2,0x9a92
0xd3f3,0x9a93
0xd3f4,0x9a94
0xd3f5,0x9a95
0xd3f6,0x9a96
0xd3f7,0x9a97
0xd3f8,0x9a98
0xd3f9,0x9a99
0xd3fa,0x9a9a
0xd3fb,0x9a9b
0xd3fc,0x9a9c
0xd3fd,0x9a9d
0xd3fe,0x9a9e
0xd4a1,0x9a9f
0xd4a2,0x9aa0
0xd4a3,0x9aa1
0xd4a4,0x9aa2
0xd4a5,0x9aa3
0xd4a6,0x9aa4
0xd4a7,0x9aa5
0xd4a8,0x9aa6
0xd4a9,0x9aa7
0xd4aa,0x9aa8
0xd4ab,0x9aa9
0xd4ac,0x9aaa
0xd4ad,0x9aab
0xd4ae,0x9aac
0xd4af,0x9aad
0xd4b0,0x9aae
0xd4b1,0x9aaf
0xd4b2,0x9ab0
0xd4b3,0x9ab1
0xd4b4,0x9ab2
0xd4b5,0x9ab3
0xd4b6,0x9ab4
0xd4b7,0x9ab5
0xd4b8,0x9ab6
0xd4b9,0x9ab7
0xd4ba,0x9ab8
0xd4bb,0x9ab9
0xd4bc,0x9aba
0xd4bd,0x9abb
0xd4be,0x9abc
0xd4bf,0x9abd
0xd4c0,0x9abe
0xd4c1,0x9abf
0xd4c2,0x9ac0
0xd4c3,0x9ac1
0xd4c4,0x9ac2
0xd4c5,0x9ac3
0xd4c6,0x9ac4
0xd4c7,0x9ac5
0xd4c8,0x9ac6
0xd4c9,0x9ac7
0xd4ca,0x9ac8
0xd4cb,0x9ac9
0xd4cc,0x9aca
0xd4cd,0x9acb
0xd4ce,0x9acc
0xd4cf,0x9acd
0xd4d0,0x9ace
0xd4d1,0x9acf
0xd4d2,0x9ad0
0xd4d3,0x9ad1
0xd4d4,0x9ad2
0xd4d5,0x9ad3
0xd4d6,0x9ad4
0xd4d7,0x9ad5
0xd4d8,0x9ad6
0xd4d9,0x9ad7
0xd4da,0x9ad8
0xd4db,0x9ad9
0xd4dc,0x9ada
0xd4dd,0x9adb
0xd4de,0x9adc
0xd4df,0x9add
0xd4e0,0x9ade
0xd4e1,0x9adf
0xd4e2,0x9ae0
0xd4e3,0x9ae1
0xd4e4,0x9ae2
0xd4e5,0x9ae3
0xd4e6,0x9ae4
0xd4e7,0x9ae5
0xd4e8,0x9ae6
0xd4e9,0x9ae7
0xd4ea,0x9ae8
0xd4eb,0x9ae9
0xd4ec,0x9aea
0xd4ed,0x9aeb
0xd4ee,0x9aec
0xd4ef,0x9aed
0xd4f0,0x9aee
0xd4f1,0x9aef
0xd4f2,0x9af0
0xd4f3,0x9af1
0xd4f4,0x9af2
0xd4f5,0x9af3
0xd4f6,0x9af4
0xd4f7,0x9af5
0xd4f8,0x9af6
0xd4f9,0x9af7
0xd4fa,0x9af8
0xd4fb,0x9af9
0xd4fc,0x9afa
0xd4fd,0x9afb
0xd4fe,0x9afc
0xd5a1,0x9b40
0xd5a2,0x9b41
0xd5a3,0x9b42
0xd5a4,0x9b43
0xd5a5,0x9b44
0xd5a6,0x9b45
0xd5a7,0x9b46
0xd5a8,0x9b47
0xd5a9,0x9b48
0xd5aa,0x9b49
0xd5ab,0x9b4a
0xd5ac,0x9b4b
0xd5ad,0x9b4c
0xd5ae,0x9b4d
0xd5af,0x9b4e
0xd5b0,0x9b4f
0xd5b1,0x9b50
0xd5b2,0x9b51
0xd5b3,0x9b52
0xd5b4,0x9b53
0xd5b5,0x9b54
0xd5b6,0x9b55
0xd5b7,0x9b56
0xd5b8,0x9b57
0xd5b9,0x9b58
0xd5ba,0x9b59
0xd5bb,0x9b5a
0xd5bc,0x9b5b
0xd5bd,0x9b5c
0xd5be,0x9b5d
0xd5bf,0x9b5e
0xd5c0,0x9b5f
0xd5c1,0x9b60
0xd5c2,0x9b61
0xd5c3,0x9b62
0xd5c4,0x9b63
0xd5c5,0x9b64
0xd5c6,0x9b65
0xd5c7,0x9b66
0xd5c8,0x9b67
0xd5c9,0x9b68
0xd5ca,0x9b69
0xd5cb,0x9b6a
0xd5cc,0x9b6b
0xd5cd,0x9b6c
0xd5ce,0x9b6d
0xd5cf,0x9b6e
0xd5d0,0x9b6f
0xd5d1,0x9b70
0xd5d2,0x9b71
0xd5d3,0x9b72
0xd5d4,0x9b73
0xd5d5,0x9b74
0xd5d6,0x9b75
0xd5d7,0x9b76
0xd5d8,0x9b77
0xd5d9,0x9b78
0xd5da,0x9b79
0xd5db,0x9b7a
0xd5dc,0x9b7b
0xd5dd,0x9b7c
0xd5de,0x9b7d
0xd5df,0x9b7e
0xd5e0,0x9b80
0xd5e1,0x9b81
0xd5e2,0x9b82
0xd5e3,0x9b83
0xd5e4,0x9b84
0xd5e5,0x9b85
0xd5e6,0x9b86
0xd5e7,0x9b87
0xd5e8,0x9b88
0xd5e9,0x9b89
0xd5ea,0x9b8a
0xd5eb,0x9b8b
0xd5ec,0x9b8c
0xd5ed,0x9b8d
0xd5ee,0x9b8e
0xd5ef,0x9b8f
0xd5f0,0x9b90
0xd5f1,0x9b91
0xd5f2,0x9b92
0xd5f3,0x9b93
0xd5f4,0x9b94
0xd5f5,0x9b95
0xd5f6,0x9b96
0xd5f7,0x9b97
0xd5f8,0x9b98
0xd5f9,0x9b99
0xd5fa,0x9b9a
0xd5fb,0x9b9b
0xd5fc,0x9b9c
0xd5fd,0x9b9d
0xd5fe,0x9b9e
0xd6a1,0x9b9f
0xd6a2,0x9ba0
0xd6a3,0x9ba1
0xd6a4,0x9ba2
0xd6a5,0x9ba3
0xd6a6,0x9ba4
0xd6a7,0x9ba5
0xd6a8,0x9ba6
0xd6a9,0x9ba7
0xd6aa,0x9ba8
0xd6ab,0x9ba9
0xd6ac,0x9baa
0xd6ad,0x9bab
0xd6ae,0x9bac
0xd6af,0x9bad
0xd6b0,0x9bae
0xd6b1,0x9baf
0xd6b2,0x9bb0
0xd6b3,0x9bb1
0xd6b4,0x9bb2
0xd6b5,0x9bb3
0xd6b6,0x9bb4
0xd6b7,0x9bb5
0xd6b8,0x9bb6
0xd6b9,0x9bb7
0xd6ba,0x9bb8
0xd6bb,0x9bb9
0xd6bc,0x9bba
0xd6bd,0x9bbb
0xd6be,0x9bbc
0xd6bf,0x9bbd
0xd6c0,0x9bbe
0xd6c1,0x9bbf
0xd6c2,0x9bc0
0xd6c3,0x9bc1
0xd6c4,0x9bc2
0xd6c5,0x9bc3
0xd6c6,0x9bc4
0xd6c7,0x9bc5
0xd6c8,0x9bc6
0xd6c9,0x9bc7
0xd6ca,0x9bc8
0xd6cb,0x9bc9
0xd6cc,0x9bca
0xd6cd,0x9bcb
0xd6ce,0x9bcc
0xd6cf,0x9bcd
0xd6d0,0x9bce
0xd6d1,0x9bcf
0xd6d2,0x9bd0
0xd6d3,0x9bd1
0xd6d4,0x9bd2
0xd6d5,0x9bd3
0xd6d6,0x9bd4
0xd6d7,0x9bd5
0xd6d8,0x9bd6
0xd6d9,0x9bd7
0xd6da,0x9bd8
0xd6db,0x9bd9
0xd6dc,0x9bda
0xd6dd,0x9bdb
0xd6de,0x9bdc
0xd6df,0x9bdd
0xd6e0,0x9bde
0xd6e1,0x9bdf
0xd6e2,0x9be0
0xd6e3,0x9be1
0xd6e4,0x9be2
0xd6e5,0x9be3
0xd6e6,0x9be4
0xd6e7,0x9be5
0xd6e8,0x9be6
0xd6e9,0x9be7
0xd6ea,0x9be8
0xd6eb,0x9be9
0xd6ec,0x9bea
0xd6ed,0x9beb
0xd6ee,0x9bec
0xd6ef,0x9bed
0xd6f0,0x9bee
0xd6f1,0x9bef
0xd6f2,0x9bf0
0xd6f3,0x9bf1
0xd6f4,0x9bf2
0xd6f5,0x9bf3
0xd6f6,0x9bf4
0xd6f7,0x9bf5
0xd6f8,0x9bf6
0xd6f9,0x9bf7
0xd6fa,0x9bf8
0xd6fb,0x9bf9
0xd6fc,0x9bfa
0xd6fd,0x9bfb
0xd6fe,0x9bfc
0xd7a1,0x9c40
0xd7a2,0x9c41
0xd7a3,0x9c42
0xd7a4,0x9c43
0xd7a5,0x9c44
0xd7a6,0x9c45
0xd7a7,0x9c46
0xd7a8,0x9c47
0xd7a9,0x9c48
0xd7aa,0x9c49
0xd7ab,0x9c4a
0xd7ac,0x9c4b
0xd7ad,0x9c4c
0xd7ae,0x9c4d
0xd7af,0x9c4e
0xd7b0,0x9c4f
0xd7b1,0x9c50
0xd7b2,0x9c51
0xd7b3,0x9c52
0xd7b4,0x9c53
0xd7b5,0x9c54
0xd7b6,0x9c55
0xd7b7,0x9c56
0xd7b8,0x9c57
0xd7b9,0x9c58
0xd7ba,0x9c59
0xd7bb,0x9c5a
0xd7bc,0x9c5b
0xd7bd,0x9c5c
0xd7be,0x9c5d
0xd7bf,0x9c5e
0xd7c0,0x9c5f
0xd7c1,0x9c60
0xd7c2,0x9c61
0xd7c3,0x9c62
0xd7c4,0x9c63
0xd7c5,0x9c64
0xd7c6,0x9c65
0xd7c7,0x9c66
0xd7c8,0x9c67
0xd7c9,0x9c68
0xd7ca,0x9c69
0xd7cb,0x9c6a
0xd7cc,0x9c6b
0xd7cd,0x9c6c
0xd7ce,0x9c6d
0xd7cf,0x9c6e
0xd7d0,0x9c6f
0xd7d1,0x9c70
0xd7d2,0x9c71
0xd7d3,0x9c72
0xd7d4,0x9c73
0xd7d5,0x9c74
0xd7d6,0x9c75
0xd7d7,0x9c76
0xd7d8,0x9c77
0xd7d9,0x9c78
0xd7da,0x9c79
0xd7db,0x9c7a
0xd7dc,0x9c7b
0xd7dd,0x9c7c
0xd7de,0x9c7d
0xd7df,0x9c7e
0xd7e0,0x9c80
0xd7e1,0x9c81
0xd7e2,0x9c82
0xd7e3,0x9c83
0xd7e4,0x9c84
0xd7e5,0x9c85
0xd7e6,0x9c86
0xd7e7,0x9c87
0xd7e8,0x9c88
0xd7e9,0x9c89
0xd7ea,0x9c8a
0xd7eb,0x9c8b
0xd7ec,0x9c8c
0xd7ed,0x9c8d
0xd7ee,0x9c8e
0xd7ef,0x9c8f
0xd7f0,0x9c90
0xd7f1,0x9c91
0xd7f2,0x9c92
0xd7f3,0x9c93
0xd7f4,0x9c94
0xd7f5,0x9c95
0xd7f6,0x9c96
0xd7f7,0x9c97
0xd7f8,0x9c98
0xd7f9,0x9c99
0xd7fa,0x9c9a
0xd7fb,0x9c9b
0xd7fc,0x9c9c
0xd7fd,0x9c9d
0xd7fe,0x9c9e
0xd8a1,0x9c9f
0xd8a2,0x9ca0
0xd8a3,0x9ca1
0xd8a4,0x9ca2
0xd8a5,0x9ca3
0xd8a6,0x9ca4
0xd8a7,0x9ca5
0xd8a8,0x9ca6
0xd8a9,0x9ca7
0xd8aa,0x9ca8
0xd8ab,0x9ca9
0xd8ac,0x9caa
0xd8ad,0x9cab
0xd8ae,0x9cac
0xd8af,0x9cad
0xd8b0,0x9cae
0xd8b1,0x9caf
0xd8b2,0x9cb0
0xd8b3,0x9cb1
0xd8b4,0x9cb2
0xd8b5,0x9cb3
0xd8b6,0x9cb4
0xd8b7,0x9cb5
0xd8b8,0x9cb6
0xd8b9,0x9cb7
0xd8ba,0x9cb8
0xd8bb,0x9cb9
0xd8bc,0x9cba
0xd8bd,0x9cbb
0xd8be,0x9cbc
0xd8bf,0x9cbd
0xd8c0,0x9cbe
0xd8c1,0x9cbf
0xd8c2,0x9cc0
0xd8c3,0x9cc1
0xd8c4,0x9cc2
0xd8c5,0x9cc3
0xd8c6,0x9cc4
0xd8c7,0x9cc5
0xd8c8,0x9cc6
0xd8c9,0x9cc7
0xd8ca,0x9cc8
0xd8cb,0x9cc9
0xd8cc,0x9cca
0xd8cd,0x9ccb
0xd8ce,0x9ccc
0xd8cf,0x9ccd
0xd8d0,0x9cce
0xd8d1,0x9ccf
0xd8d2,0x9cd0
0xd8d3,0x9cd1
0xd8d4,0x9cd2
0xd8d5,0x9cd3
0xd8d6,0x9cd4
0xd8d7,0x9cd5
0xd8d8,0x9cd6
0xd8d9,0x9cd7
0xd8da,0x9cd8
0xd8db,0x9cd9
0xd8dc,0x9cda
0xd8dd,0x9cdb
0xd8de,0x9cdc
0xd8df,0x9cdd
0xd8e0,0x9cde
0xd8e1,0x9cdf
0xd8e2,0x9ce0
0xd8e3,0x9ce1
0xd8e4,0x9ce2
0xd8e5,0x9ce3
0xd8e6,0x9ce4
0xd8e7,0x9ce5
0xd8e8,0x9ce6
0xd8e9,0x9ce7
0xd8ea,0x9ce8
0xd8eb,0x9ce9
0xd8ec,0x9cea
0xd8ed,0x9ceb
0xd8ee,0x9cec
0xd8ef,0x9ced
0xd8f0,0x9cee
0xd8f1,0x9cef
0xd8f2,0x9cf0
0xd8f3,0x9cf1
0xd8f4,0x9cf2
0xd8f5,0x9cf3
0xd8f6,0x9cf4
0xd8f7,0x9cf5
0xd8f8,0x9cf6
0xd8f9,0x9cf7
0xd8fa,0x9cf8
0xd8fb,0x9cf9
0xd8fc,0x9cfa
0xd8fd,0x9cfb
0xd8fe,0x9cfc
0xd9a1,0x9d40
0xd9a2,0x9d41
0xd9a3,0x9d42
0xd9a4,0x9d43
0xd9a5,0x9d44
0xd9a6,0x9d45
0xd9a7,0x9d46
0xd9a8,0x9d47
0xd9a9,0x9d48
0xd9aa,0x9d49
0xd9ab,0x9d4a
0xd9ac,0x9d4b
0xd9ad,0x9d4c
0xd9ae,0x9d4d
0xd9af,0x9d4e
0xd9b0,0x9d4f
0xd9b1,0x9d50
0xd9b2,0x9d51
0xd9b3,0x9d52
0xd9b4,0x9d53
0xd9b5,0x9d54
0xd9b6,0x9d55
0xd9b7,0x9d56
0xd9b8,0x9d57
0xd9b9,0x9d58
0xd9ba,0x9d59
0xd9bb,0x9d5a
0xd9bc,0x9d5b
0xd9bd,0x9d5c
0xd9be,0x9d5d
0xd9bf,0x9d5e
0xd9c0,0x9d5f
0xd9c1,0x9d60
0xd9c2,0x9d61
0xd9c3,0x9d62
0xd9c4,0x9d63
0xd9c5,0x9d64
0xd9c6,0x9d65
0xd9c7,0x9d66
0xd9c8,0x9d67
0xd9c9,0x9d68
0xd9ca,0x9d69
0xd9cb,0x9d6a
0xd9cc,0x9d6b
0xd9cd,0x9d6c
0xd9ce,0x9d6d
0xd9cf,0x9d6e
0xd9d0,0x9d6f
0xd9d1,0x9d70
0xd9d2,0x9d71
0xd9d3,0x9d72
0xd9d4,0x9d73
0xd9d5,0x9d74
0xd9d6,0x9d75
0xd9d7,0x9d76
0xd9d8,0x9d77
0xd9d9,0x9d78
0xd9da,0x9d79
0xd9db,0x9d7a
0xd9dc,0x9d7b
0xd9dd,0x9d7c
0xd9de,0x9d7d
0xd9df,0x9d7e
0xd9e0,0x9d80
0xd9e1,0x9d81
0xd9e2,0x9d82
0xd9e3,0x9d83
0xd9e4,0x9d84
0xd9e5,0x9d85
0xd9e6,0x9d86
0xd9e7,0x9d87
0xd9e8,0x9d88
0xd9e9,0x9d89
0xd9ea,0x9d8a
0xd9eb,0x9d8b
0xd9ec,0x9d8c
0xd9ed,0x9d8d
0xd9ee,0x9d8e
0xd9ef,0x9d8f
0xd9f0,0x9d90
0xd9f1,0x9d91
0xd9f2,0x9d92
0xd9f3,0x9d93
0xd9f4,0x9d94
0xd9f5,0x9d95
0xd9f6,0x9d96
0xd9f7,0x9d97
0xd9f8,0x9d98
0xd9f9,0x9d99
0xd9fa,0x9d9a
0xd9fb,0x9d9b
0xd9fc,0x9d9c
0xd9fd,0x9d9d
0xd9fe,0x9d9e
0xdaa1,0x9d9f
0xdaa2,0x9da0
0xdaa3,0x9da1
0xdaa4,0x9da2
0xdaa5,0x9da3
0xdaa6,0x9da4
0xdaa7,0x9da5
0xdaa8,0x9da6
0xdaa9,0x9da7
0xdaaa,0x9da8
0xdaab,0x9da9
0xdaac,0x9daa
0xdaad,0x9dab
0xdaae,0x9dac
0xdaaf,0x9dad
0xdab0,0x9dae
0xdab1,0x9daf
0xdab2,0x9db0
0xdab3,0x9db1
0xdab4,0x9db2
0xdab5,0x9db3
0xdab6,0x9db4
0xdab7,0x9db5
0xdab8,0x9db6
0xdab9,0x9db7
0xdaba,0x9db8
0xdabb,0x9db9
0xdabc,0x9dba
0xdabd,0x9dbb
0xdabe,0x9dbc
0xdabf,0x9dbd
0xdac0,0x9dbe
0xdac1,0x9dbf
0xdac2,0x9dc0
0xdac3,0x9dc1
0xdac4,0x9dc2
0xdac5,0x9dc3
0xdac6,0x9dc4
0xdac7,0x9dc5
0xdac8,0x9dc6
0xdac9,0x9dc7
0xdaca,0x9dc8
0xdacb,0x9dc9
0xdacc,0x9dca
0xdacd,0x9dcb
0xdace,0x9dcc
0xdacf,0x9dcd
0xdad0,0x9dce
0xdad1,0x9dcf
0xdad2,0x9dd0
0xdad3,0x9dd1
0xdad4,0x9dd2
0xdad5,0x9dd3
0xdad6,0x9dd4
0xdad7,0x9dd5
0xdad8,0x9dd6
0xdad9,0x9dd7
0xdada,0x9dd8
0xdadb,0x9dd9
0xdadc,0x9dda
0xdadd,0x9ddb
0xdade,0x9ddc
0xdadf,0x9ddd
0xdae0,0x9dde
0xdae1,0x9ddf
0xdae2,0x9de0
0xdae3,0x9de1
0xdae4,0x9de2
0xdae5,0x9de3
0xdae6,0x9de4
0xdae7,0x9de5
0xdae8,0x9de6
0xdae9,0x9de7
0xdaea,0x9de8
0xdaeb,0x9de9
0xdaec,0x9dea
0xdaed,0x9deb
0xdaee,0x9dec
0xdaef,0x9ded
0xdaf0,0x9dee
0xdaf1,0x9def
0xdaf2,0x9df0
0xdaf3,0x9df1
0xdaf4,0x9df2
0xdaf5,0x9df3
0xdaf6,0x9df4
0xdaf7,0x9df5
0xdaf8,0x9df6
0xdaf9,0x9df7
0xdafa,0x9df8
0xdafb,0x9df9
0xdafc,0x9dfa
0xdafd,0x9dfb
0xdafe,0x9dfc
0xdba1,0x9e40
0xdba2,0x9e41
0xdba3,0x9e42
0xdba4,0x9e43
0xdba5,0x9e44
0xdba6,0x9e45
0xdba7,0x9e46
0xdba8,0x9e47
0xdba9,0x9e48
0xdbaa,0x9e49
0xdbab,0x9e4a
0xdbac,0x9e4b
0xdbad,0x9e4c
0xdbae,0x9e4d
0xdbaf,0x9e4e
0xdbb0,0x9e4f
0xdbb1,0x9e50
0xdbb2,0x9e51
0xdbb3,0x9e52
0xdbb4,0x9e53
0xdbb5,0x9e54
0xdbb6,0x9e55
0xdbb7,0x9e56
0xdbb8,0x9e57
0xdbb9,0x9e58
0xdbba,0x9e59
0xdbbb,0x9e5a
0xdbbc,0x9e5b
0xdbbd,0x9e5c
0xdbbe,0x9e5d
0xdbbf,0x9e5e
0xdbc0,0x9e5f
0xdbc1,0x9e60
0xdbc2,0x9e61
0xdbc3,0x9e62
0xdbc4,0x9e63
0xdbc5,0x9e64
0xdbc6,0x9e65
0xdbc7,0x9e66
0xdbc8,0x9e67
0xdbc9,0x9e68
0xdbca,0x9e69
0xdbcb,0x9e6a
0xdbcc,0x9e6b
0xdbcd,0x9e6c
0xdbce,0x9e6d
0xdbcf,0x9e6e
0xdbd0,0x9e6f
0xdbd1,0x9e70
0xdbd2,0x9e71
0xdbd3,0x9e72
0xdbd4,0x9e73
0xdbd5,0x9e74
0xdbd6,0x9e75
0xdbd7,0x9e76
0xdbd8,0x9e77
0xdbd9,0x9e78
0xdbda,0x9e79
0xdbdb,0x9e7a
0xdbdc,0x9e7b
0xdbdd,0x9e7c
0xdbde,0x9e7d
0xdbdf,0x9e7e
0xdbe0,0x9e80
0xdbe1,0x9e81
0xdbe2,0x9e82
0xdbe3,0x9e83
0xdbe4,0x9e84
0xdbe5,0x9e85
0xdbe6,0x9e86
0xdbe7,0x9e87
0xdbe8,0x9e88
0xdbe9,0x9e89
0xdbea,0x9e8a
0xdbeb,0x9e8b
0xdbec,0x9e8c
0xdbed,0x9e8d
0xdbee,0x9e8e
0xdbef,0x9e8f
0xdbf0,0x9e90
0xdbf1,0x9e91
0xdbf2,0x9e92
0xdbf3,0x9e93
0xdbf4,0x9e94
0xdbf5,0x9e95
0xdbf6,0x9e96
0xdbf7,0x9e97
0xdbf8,0x9e98
0xdbf9,0x9e99
0xdbfa,0x9e9a
0xdbfb,0x9e9b
0xdbfc,0x9e9c
0xdbfd,0x9e9d
0xdbfe,0x9e9e
0xdca1,0x9e9f
0xdca2,0x9ea0
0xdca3,0x9ea1
0xdca4,0x9ea2
0xdca5,0x9ea3
0xdca6,0x9ea4
0xdca7,0x9ea5
0xdca8,0x9ea6
0xdca9,0x9ea7
0xdcaa,0x9ea8
0xdcab,0x9ea9
0xdcac,0x9eaa
0xdcad,0x9eab
0xdcae,0x9eac
0xdcaf,0x9ead
0xdcb0,0x9eae
0xdcb1,0x9eaf
0xdcb2,0x9eb0
0xdcb3,0x9eb1
0xdcb4,0x9eb2
0xdcb5,0x9eb3
0xdcb6,0x9eb4
0xdcb7,0x9eb5
0xdcb8,0x9eb6
